name,generation,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles,against_normal,,,,,,,,,,,,,,,,,
Lycanroc Dusk Form,7,1,Rock,,0.8,25,1,Tough Claws,,,487,75,117,65,110,90,70,170,Medium Fast,1,Field,,50,15,0.5,,,,,,,,,,,,,,,,,
Wishiwashi Solo Form,7,1,Water,,0.2,0.3,1,Schooling,,,175,45,20,20,40,60,70,61,Fast,1,Water 2,,50,15,1,,,,,,,,,,,,,,,,,
Wishiwashi School Form,7,1,Water,,8.2,78.6,1,Schooling,,,620,45,140,130,30,60,70,217,Fast,1,Water 2,,50,15,1,,,,,,,,,,,,,,,,,
Mareanie,7,2,Poison,Water,0.4,8,3,Merciless,Limber,Regenerator,305,50,53,62,45,190,70,61,Medium Fast,1,Water 1,,50,20,1,,,,,,,,,,,,,,,,,
Toxapex,7,2,Poison,Water,0.7,14.5,3,Merciless,Limber,Regenerator,495,50,63,152,35,75,70,173,Medium Fast,1,Water 1,,50,20,1,,,,,,,,,,,,,,,,,
Mudbray,7,1,Ground,,1,110,3,Own Tempo,Stamina,Inner Focus,385,70,100,70,45,190,70,77,Medium Fast,1,Field,,50,20,1,,,,,,,,,,,,,,,,,
Mudsdale,7,1,Ground,,2.5,920,3,Own Tempo,Stamina,Inner Focus,500,100,125,100,35,60,70,175,Medium Fast,1,Field,,50,20,1,,,,,,,,,,,,,,,,,
Dewpider,7,2,Water,Bug,0.3,4,2,Water Bubble,,Water Absorb,269,38,40,52,27,200,70,54,Medium Fast,2,Bug,Water 1,50,15,1,,,,,,,,,,,,,,,,,
Araquanid,7,2,Water,Bug,1.8,82,2,Water Bubble,,Water Absorb,454,68,70,92,42,100,70,159,Medium Fast,2,Bug,Water 1,50,15,1,,,,,,,,,,,,,,,,,
Fomantis,7,1,Grass,,0.3,1.5,2,Leaf Guard,,Contrary,250,40,55,35,35,190,70,50,Medium Fast,1,Grass,,50,20,1,,,,,,,,,,,,,,,,,
Lurantis,7,1,Grass,,0.9,18.5,2,Leaf Guard,,Contrary,480,70,105,90,45,75,70,168,Medium Fast,1,Grass,,50,20,1,,,,,,,,,,,,,,,,,
Morelull,7,2,Grass,Fairy,0.2,1.5,3,Illuminate,Effect Spore,Rain Dish,285,40,35,55,15,190,70,57,Medium Fast,1,Grass,,50,20,1,,,,,,,,,,,,,,,,,
Shiinotic,7,2,Grass,Fairy,1,11.5,3,Illuminate,Effect Spore,Rain Dish,405,60,45,80,30,75,70,142,Medium Fast,1,Grass,,50,20,1,,,,,,,,,,,,,,,,,
Salandit,7,2,Poison,Fire,0.6,4.8,2,Corrosion,,Oblivious,320,48,44,40,77,120,70,64,Medium Fast,2,Dragon,Monster,87.5,20,1,,,,,,,,,,,,,,,,,
Salazzle,7,2,Poison,Fire,1.2,22.2,2,Corrosion,,Oblivious,480,68,64,60,117,45,70,168,Medium Fast,2,Dragon,Monster,0,20,1,,,,,,,,,,,,,,,,,
Stufful,7,2,Normal,Fighting,0.5,6.8,3,Fluffy,Klutz,Cute Charm,340,70,75,50,50,140,70,68,Medium Fast,1,Field,,50,15,1,,,,,,,,,,,,,,,,,
Bewear,7,2,Normal,Fighting,2.1,135,3,Fluffy,Klutz,Unnerve,500,120,125,80,60,70,70,175,Medium Fast,1,Field,,50,15,1,,,,,,,,,,,,,,,,,
Bounsweet,7,1,Grass,,0.3,3.2,3,Leaf Guard,Oblivious,Sweet Veil,210,42,30,38,32,235,70,42,Medium Slow,1,Grass,,0,20,1,,,,,,,,,,,,,,,,,
Steenee,7,1,Grass,,0.7,8.2,3,Leaf Guard,Oblivious,Sweet Veil,290,52,40,48,62,120,70,102,Medium Slow,1,Grass,,0,20,1,,,,,,,,,,,,,,,,,
Tsareena,7,1,Grass,,1.2,21.4,3,Leaf Guard,Queenly Majesty,Sweet Veil,510,72,120,98,72,45,70,230,Medium Slow,1,Grass,,0,20,1,,,,,,,,,,,,,,,,,
Comfey,7,1,Fairy,,0.1,0.3,3,Flower Veil,Triage,Natural Cure,485,51,52,90,100,60,70,170,Fast,1,Grass,,25,20,1,,,,,,,,,,,,,,,,,
Oranguru,7,2,Normal,Psychic,1.5,76,3,Inner Focus,Telepathy,Symbiosis,490,90,60,80,60,45,70,172,Slow,1,Field,,50,20,1,,,,,,,,,,,,,,,,,
Passimian,7,1,Fighting,,2,82.8,2,Receiver,,Defiant,490,100,120,90,80,45,70,172,Slow,1,Field,,50,20,1,,,,,,,,,,,,,,,,,
Wimpod,7,2,Bug,Water,0.5,12,1,Wimp Out,,,230,25,35,40,80,90,70,46,Medium Fast,2,Bug,Water 3,50,20,1,,,,,,,,,,,,,,,,,
Golisopod,7,2,Bug,Water,2,108,1,Emergency Exit,,,530,75,125,140,40,45,70,186,Medium Fast,2,Bug,Water 3,50,20,1,,,,,,,,,,,,,,,,,
Sandygast,7,2,Ghost,Ground,0.5,70,2,Water Compaction,,Sand Veil,320,55,55,80,15,140,70,64,Medium Fast,1,Amorphous,,50,15,0,,,,,,,,,,,,,,,,,
Palossand,7,2,Ghost,Ground,1.3,250,2,Water Compaction,,Sand Veil,480,85,75,110,35,60,70,168,Medium Fast,1,Amorphous,,50,15,0,,,,,,,,,,,,,,,,,
Pyukumuku,7,1,Water,,0.3,1.2,2,Innards Out,,Unaware,410,55,60,130,5,60,70,144,Fast,1,Water 1,,50,15,1,,,,,,,,,,,,,,,,,
Type: Null,7,1,Normal,,1.9,120.5,1,Battle Armor,,,534,95,95,95,59,3,0,107,Slow,1,Undiscovered,,,120,1,,,,,,,,,,,,,,,,,
Silvally,7,1,Normal,,2.3,100.5,1,RKS System,,,570,95,95,95,95,3,0,257,Slow,1,Undiscovered,,,120,1,,,,,,,,,,,,,,,,,
Minior Meteor Form,7,2,Rock,Flying,0.3,40,1,Shields Down,,,440,60,60,100,60,30,70,154,Medium Slow,1,Mineral,,,25,0.5,,,,,,,,,,,,,,,,,
Minior Core Form,7,2,Rock,Flying,0.3,0.3,1,Shields Down,,,500,60,100,60,120,30,70,175,Medium Slow,1,Mineral,,,25,0.5,,,,,,,,,,,,,,,,,
Komala,7,1,Normal,,0.4,19.9,1,Comatose,,,480,65,115,65,65,45,70,168,Slow,1,Field,,50,20,1,,,,,,,,,,,,,,,,,
Turtonator,7,2,Fire,Dragon,2,212,1,Shell Armor,,,485,60,78,135,36,70,70,170,Medium Fast,2,Dragon,Monster,50,20,1,,,,,,,,,,,,,,,,,
Togedemaru,7,2,Electric,Steel,0.3,3.3,3,Iron Barbs,Lightning Rod,Sturdy,435,65,98,63,96,180,70,152,Medium Fast,2,Fairy,Field,50,10,0.5,,,,,,,,,,,,,,,,,
Mimikyu,7,2,Ghost,Fairy,0.2,0.7,1,Disguise,,,476,55,90,80,96,45,70,167,Medium Fast,1,Amorphous,,50,20,0,,,,,,,,,,,,,,,,,
Bruxish,7,2,Water,Psychic,0.9,19,3,Dazzling,Strong Jaw,Wonder Skin,475,68,105,70,92,80,70,166,Medium Fast,1,Water 2,,50,15,1,,,,,,,,,,,,,,,,,
Drampa,7,2,Normal,Dragon,3,185,3,Berserk,Sap Sipper,Cloud Nine,485,78,60,85,36,70,70,170,Medium Fast,2,Dragon,Monster,50,20,1,,,,,,,,,,,,,,,,,
Dhelmise,7,2,Ghost,Grass,3.9,210,1,Steelworker,,,517,70,131,100,40,25,70,181,Medium Fast,1,Mineral,,,25,0,,,,,,,,,,,,,,,,,
Jangmo-o,7,1,Dragon,,0.6,29.7,3,Bulletproof,Soundproof,Overcoat,300,45,55,65,45,45,70,60,Slow,1,Dragon,,50,40,1,,,,,,,,,,,,,,,,,
Hakamo-o,7,2,Dragon,Fighting,1.2,47,3,Bulletproof,Soundproof,Overcoat,420,55,75,90,65,45,70,147,Slow,1,Dragon,,50,40,1,,,,,,,,,,,,,,,,,
Kommo-o,7,2,Dragon,Fighting,1.6,78.2,3,Bulletproof,Soundproof,Overcoat,600,75,110,125,85,45,70,270,Slow,1,Dragon,,50,40,1,,,,,,,,,,,,,,,,,
Tapu Koko,7,2,Electric,Fairy,1.8,20.5,2,Electric Surge,,Telepathy,570,70,115,85,130,3,70,257,Slow,1,Undiscovered,,,15,1,,,,,,,,,,,,,,,,,
Tapu Lele,7,2,Psychic,Fairy,1.2,18.6,2,Psychic Surge,,Telepathy,570,70,85,75,95,3,70,257,Slow,1,Undiscovered,,,15,1,,,,,,,,,,,,,,,,,
Tapu Bulu,7,2,Grass,Fairy,1.9,45.5,2,Grassy Surge,,Telepathy,570,70,130,115,75,3,70,257,Slow,1,Undiscovered,,,15,1,,,,,,,,,,,,,,,,,
Tapu Fini,7,2,Water,Fairy,1.3,21.2,2,Misty Surge,,Telepathy,570,70,75,115,85,3,70,257,Slow,1,Undiscovered,,,15,1,,,,,,,,,,,,,,,,,
Cosmog,7,1,Psychic,,0.2,0.1,1,Unaware,,,200,43,29,31,37,45,0,40,Slow,1,Undiscovered,,,120,1,,,,,,,,,,,,,,,,,
Cosmoem,7,1,Psychic,,0.1,999.9,1,Sturdy,,,400,43,29,131,37,45,0,140,Slow,1,Undiscovered,,,120,1,,,,,,,,,,,,,,,,,
Solgaleo,7,2,Psychic,Steel,3.4,230,1,Full Metal Body,,,680,137,137,107,97,45,0,306,Slow,1,Undiscovered,,,120,0.5,,,,,,,,,,,,,,,,,
Lunala,7,2,Psychic,Ghost,4,120,1,Shadow Shield,,,680,137,113,89,97,45,0,306,Slow,1,Undiscovered,,,120,0,,,,,,,,,,,,,,,,,
Nihilego,7,2,Rock,Poison,1.2,55.5,1,Beast Boost,,,570,109,53,47,103,45,0,257,Slow,1,Undiscovered,,,120,0.5,,,,,,,,,,,,,,,,,
Buzzwole,7,2,Bug,Fighting,2.4,333.6,1,Beast Boost,,,570,107,139,139,79,45,0,257,Slow,1,Undiscovered,,,120,1,,,,,,,,,,,,,,,,,
Pheromosa,7,2,Bug,Fighting,1.8,25,1,Beast Boost,,,570,71,137,37,151,45,0,257,Slow,1,Undiscovered,,,120,1,,,,,,,,,,,,,,,,,
Xurkitree,7,1,Electric,,3.8,100,1,Beast Boost,,,570,83,89,71,83,45,0,257,Slow,1,Undiscovered,,,120,1,,,,,,,,,,,,,,,,,
Celesteela,7,2,Steel,Flying,9.2,999.9,1,Beast Boost,,,570,97,101,103,61,45,0,257,Slow,1,Undiscovered,,,120,0.5,,,,,,,,,,,,,,,,,
Kartana,7,2,Grass,Steel,0.3,0.1,1,Beast Boost,,,570,59,181,131,109,45,0,257,Slow,1,Undiscovered,,,120,0.5,,,,,,,,,,,,,,,,,
Guzzlord,7,2,Dark,Dragon,5.5,888,1,Beast Boost,,,570,223,101,53,43,45,0,257,Slow,1,Undiscovered,,,120,1,,,,,,,,,,,,,,,,,
Necrozma,7,1,Psychic,,2.4,230,1,Prism Armor,,,600,97,107,101,79,255,0,270,Slow,1,Undiscovered,,,120,1,,,,,,,,,,,,,,,,,
Dusk Mane Necrozma,7,2,Psychic,Steel,3.8,460,1,Prism Armor,,,680,97,157,127,77,3,0,306,Slow,1,Undiscovered,,,120,0.5,,,,,,,,,,,,,,,,,
Dawn Wings Necrozma,7,2,Psychic,Ghost,4.2,350,1,Prism Armor,,,680,97,113,109,77,3,0,306,Slow,1,Undiscovered,,,120,0,,,,,,,,,,,,,,,,,
Ultra Necrozma,7,2,Psychic,Dragon,7.5,230,1,Neuroforce,,,754,97,167,97,129,3,0,339,Slow,1,Undiscovered,,,120,1,,,,,,,,,,,,,,,,,
Magearna,7,2,Steel,Fairy,1,80.5,1,Soul-Heart,,,600,80,95,115,65,3,0,270,Slow,1,Undiscovered,,,120,0.5,,,,,,,,,,,,,,,,,
Marshadow,7,2,Fighting,Ghost,0.7,22.2,1,Technician,,,600,90,125,80,125,3,0,270,Slow,1,Undiscovered,,,120,0,,,,,,,,,,,,,,,,,
Poipole,7,1,Poison,,0.6,1.8,1,Beast Boost,,,420,67,73,67,73,45,0,189,Slow,1,Undiscovered,,,120,1,,,,,,,,,,,,,,,,,
Naganadel,7,2,Poison,Dragon,3.6,150,1,Beast Boost,,,540,73,73,73,121,45,0,243,Slow,1,Undiscovered,,,120,1,,,,,,,,,,,,,,,,,
Stakataka,7,2,Rock,Steel,5.5,820,1,Beast Boost,,,570,61,131,211,13,30,0,257,Slow,1,Undiscovered,,,120,0.25,,,,,,,,,,,,,,,,,
Blacephalon,7,2,Fire,Ghost,1.8,13,1,Beast Boost,,,570,53,127,53,107,30,0,257,Slow,1,Undiscovered,,,120,0,,,,,,,,,,,,,,,,,
Zeraora,7,1,Electric,,1.5,44.5,1,Volt Absorb,,,600,88,112,75,143,3,0,270,Slow,1,Undiscovered,,,120,1,,,,,,,,,,,,,,,,,
Meltan,7,1,Steel,,0.2,8,1,Magnet Pull,,,300,46,65,65,34,,,,Slow,1,Undiscovered,,,120,0.5,,,,,,,,,,,,,,,,,
Melmetal,7,1,Steel,,2.5,800,1,Iron Fist,,,600,135,143,143,34,,,,Slow,1,Undiscovered,,,120,0.5,,,,,,,,,,,,,,,,,
Grookey,8,1,Grass,,0.3,5,2,Overgrow,,Grassy Surge,310,50,65,50,65,,,,Medium Slow,2,Field,Grass,,20,1,,,,,,,,,,,,,,,,,
Thwackey,8,1,Grass,,0.7,14,2,Overgrow,,Grassy Surge,420,70,85,70,80,,,,Medium Slow,2,Field,Grass,,20,1,,,,,,,,,,,,,,,,,
Rillaboom,8,1,Grass,,2.1,90,2,Overgrow,,Grassy Surge,530,100,125,90,85,,,,Medium Slow,2,Field,Grass,,20,1,,,,,,,,,,,,,,,,,
Scorbunny,8,1,Fire,,0.3,4.5,2,Blaze,,Libero,310,50,71,40,69,,,,Medium Slow,2,Field,Human-Like,,20,1,,,,,,,,,,,,,,,,,
Raboot,8,1,Fire,,0.6,9,2,Blaze,,Libero,420,65,86,60,94,,,,Medium Slow,2,Field,Human-Like,,20,1,,,,,,,,,,,,,,,,,
Cinderace,8,1,Fire,,1.4,33,2,Blaze,,Libero,530,80,116,75,119,,,,Medium Slow,2,Field,Human-Like,,20,1,,,,,,,,,,,,,,,,,
Sobble,8,1,Water,,0.3,4,2,Torrent,,Sniper,310,50,40,40,70,,,,Medium Slow,2,Field,Water 1,,20,1,,,,,,,,,,,,,,,,,
Drizzile,8,1,Water,,0.7,11.5,2,Torrent,,Sniper,420,65,60,55,90,,,,Medium Slow,2,Field,Water 1,,20,1,,,,,,,,,,,,,,,,,
Inteleon,8,1,Water,,1.9,45.2,2,Torrent,,Sniper,530,70,85,65,120,,,,Medium Slow,2,Field,Water 1,,20,1,,,,,,,,,,,,,,,,,
Skwovet,8,1,Normal,,0.3,2.5,2,Cheek Pouch,,Gluttony,275,70,55,55,25,,,,Medium Fast,1,Field,,,20,1,,,,,,,,,,,,,,,,,
Greedent,8,1,Normal,,0.6,6,2,Cheek Pouch,,Gluttony,460,120,95,95,20,,,,Medium Fast,1,Field,,,20,1,,,,,,,,,,,,,,,,,
Rookidee,8,1,Flying,,0.2,1.8,3,Keen Eye,Unnerve,Big Pecks,245,38,47,35,57,,,,Medium Slow,1,Flying,,,15,1,,,,,,,,,,,,,,,,,
Corvisquire,8,1,Flying,,0.8,16,3,Keen Eye,Unnerve,Big Pecks,365,68,67,55,77,,,,Medium Slow,1,Flying,,,15,1,,,,,,,,,,,,,,,,,
Corviknight,8,2,Flying,Steel,2.2,75,3,Pressure,Unnerve,Mirror Armor,495,98,87,105,67,,,,Medium Slow,1,Flying,,,15,0.5,,,,,,,,,,,,,,,,,
Blipbug,8,1,Bug,,0.4,8,3,Swarm,Compound Eyes,Telepathy,180,25,20,20,45,,,,Medium Fast,1,Bug,,,15,1,,,,,,,,,,,,,,,,,
Dottler,8,2,Bug,Psychic,0.4,19.5,3,Swarm,Compound Eyes,Telepathy,335,50,35,80,30,,,,Medium Fast,1,Bug,,,15,1,,,,,,,,,,,,,,,,,
Orbeetle,8,2,Bug,Psychic,0.4,40.8,3,Swarm,Frisk,Telepathy,505,60,45,110,90,,,,Medium Fast,1,Bug,,,15,1,,,,,,,,,,,,,,,,,
Nickit,8,1,Dark,,0.6,8.9,3,Run Away,Unburden,Stakeout,245,40,28,28,50,,,,Fast,1,Field,,,15,1,,,,,,,,,,,,,,,,,
Thievul,8,1,Dark,,1.2,19.9,3,Run Away,Unburden,Stakeout,455,70,58,58,90,,,,Fast,1,Field,,,15,1,,,,,,,,,,,,,,,,,
Gossifleur,8,1,Grass,,0.4,2.2,3,Cotton Down,Regenerator,Effect Spore,250,40,40,60,10,,,,Medium Fast,1,Grass,,,20,1,,,,,,,,,,,,,,,,,
Eldegoss,8,1,Grass,,0.5,2.5,3,Cotton Down,Regenerator,Effect Spore,460,60,50,90,60,,,,Medium Fast,1,Grass,,,20,1,,,,,,,,,,,,,,,,,
Wooloo,8,1,Normal,,0.6,6,3,Fluffy,Run Away,Bulletproof,270,42,40,55,48,,,,Medium Fast,1,Field,,,15,1,,,,,,,,,,,,,,,,,
Dubwool,8,1,Normal,,1.3,43,3,Fluffy,Steadfast,Bulletproof,490,72,80,100,88,,,,Medium Fast,1,Field,,,15,1,,,,,,,,,,,,,,,,,
Chewtle,8,1,Water,,0.3,8.5,3,Strong Jaw,Shell Armor,Swift Swim,284,50,64,50,44,,,,Medium Fast,2,Monster,Water 1,,20,1,,,,,,,,,,,,,,,,,
Drednaw,8,2,Water,Rock,1,115.5,3,Strong Jaw,Shell Armor,Swift Swim,485,90,115,90,74,,,,Medium Fast,2,Monster,Water 1,,20,0.5,,,,,,,,,,,,,,,,,
Yamper,8,1,Electric,,0.3,13.5,2,Ball Fetch,,Rattled,270,59,45,50,26,,,,Fast,1,Field,,,20,1,,,,,,,,,,,,,,,,,
Boltund,8,1,Electric,,1,34,2,Strong Jaw,,Competitive,490,69,90,60,121,,,,Fast,1,Field,,,20,1,,,,,,,,,,,,,,,,,
Rolycoly,8,1,Rock,,0.3,12,3,Steam Engine,Heatproof,Flash Fire,240,30,40,50,30,,,,Medium Slow,1,Mineral,,,15,0.5,,,,,,,,,,,,,,,,,
Carkol,8,2,Rock,Fire,1.1,78,3,Steam Engine,Flame Body,Flash Fire,410,80,60,90,50,,,,Medium Slow,1,Mineral,,,15,0.5,,,,,,,,,,,,,,,,,
Coalossal,8,2,Rock,Fire,2.8,310.5,3,Steam Engine,Flame Body,Flash Fire,510,110,80,120,30,,,,Medium Slow,1,Mineral,,,15,0.5,,,,,,,,,,,,,,,,,
Applin,8,2,Grass,Dragon,0.2,0.5,3,Ripen,Gluttony,Bulletproof,260,40,40,80,20,,,,Erratic,2,Dragon,Grass,,20,1,,,,,,,,,,,,,,,,,
Flapple,8,2,Grass,Dragon,0.3,1,3,Ripen,Gluttony,Hustle,485,70,110,80,70,,,,Erratic,2,Dragon,Grass,,20,1,,,,,,,,,,,,,,,,,
Appletun,8,2,Grass,Dragon,0.4,13,3,Ripen,Gluttony,Thick Fat,485,110,85,80,30,,,,Erratic,2,Dragon,Grass,,20,1,,,,,,,,,,,,,,,,,
Silicobra,8,1,Ground,,2.2,7.6,3,Sand Spit,Shed Skin,Sand Veil,315,52,57,75,46,,,,Medium Fast,2,Dragon,Field,,20,1,,,,,,,,,,,,,,,,,
Sandaconda,8,1,Ground,,3.8,65.5,3,Sand Spit,Shed Skin,Sand Veil,510,72,107,125,71,,,,Medium Fast,2,Dragon,Field,,20,1,,,,,,,,,,,,,,,,,
Cramorant,8,2,Flying,Water,0.8,18,1,Gulp Missile,,,475,70,85,55,85,,,,Medium Fast,2,Flying,Water 1,,20,1,,,,,,,,,,,,,,,,,
Arrokuda,8,1,Water,,0.5,1,2,Swift Swim,,Propeller Tail,280,41,63,40,66,,,,Slow,1,Water 2,,,20,1,,,,,,,,,,,,,,,,,
Barraskewda,8,1,Water,,1.3,30,2,Swift Swim,,Propeller Tail,490,61,123,60,136,,,,Slow,1,Water 2,,,20,1,,,,,,,,,,,,,,,,,
Toxel,8,2,Electric,Poison,0.4,11,3,Rattled,Static,Klutz,242,40,38,35,40,,,,Medium Slow,1,Undiscovered,,,25,1,,,,,,,,,,,,,,,,,
Toxtricity Low Key Form,8,2,Electric,Poison,1.6,40,3,Punk Rock,Minus,Technician,502,75,98,70,75,,,,Medium Slow,1,Human-Like,,,25,1,,,,,,,,,,,,,,,,,
Toxtricity Amped Form,8,2,Electric,Poison,1.6,40,3,Punk Rock,Plus,Technician,502,75,98,70,75,,,,Medium Slow,1,Human-Like,,,25,1,,,,,,,,,,,,,,,,,
Sizzlipede,8,2,Fire,Bug,0.7,1,3,Flash Fire,White Smoke,Flame Body,305,50,65,45,45,,,,Medium Fast,1,Bug,,,20,1,,,,,,,,,,,,,,,,,
Centiskorch,8,2,Fire,Bug,3,120,3,Flash Fire,White Smoke,Flame Body,525,100,115,65,65,,,,Medium Fast,1,Bug,,,20,1,,,,,,,,,,,,,,,,,
Clobbopus,8,1,Fighting,,0.6,4,2,Limber,,Technician,310,50,68,60,32,,,,Medium Slow,2,Human-Like,Water 1,,25,1,,,,,,,,,,,,,,,,,
Grapploct,8,1,Fighting,,1.6,39,2,Limber,,Technician,480,80,118,90,42,,,,Medium Slow,2,Human-Like,Water 1,,25,1,,,,,,,,,,,,,,,,,
Sinistea,8,1,Ghost,,0.1,0.2,2,Weak Armor,,Cursed Body,308,40,45,45,50,,,,Medium Fast,2,Amorphous,Mineral,,20,0,,,,,,,,,,,,,,,,,
Polteageist,8,1,Ghost,,0.2,0.4,2,Weak Armor,,Cursed Body,508,60,65,65,70,,,,Medium Fast,2,Amorphous,Mineral,,20,0,,,,,,,,,,,,,,,,,
Hatenna,8,1,Psychic,,0.4,3.4,3,Healer,Anticipation,Magic Bounce,265,42,30,45,39,,,,Slow,1,Fairy,,,20,1,,,,,,,,,,,,,,,,,
Hattrem,8,1,Psychic,,0.6,4.8,3,Healer,Anticipation,Magic Bounce,370,57,40,65,49,,,,Slow,1,Fairy,,,20,1,,,,,,,,,,,,,,,,,
Hatterene,8,2,Psychic,Fairy,2.1,5,3,Healer,Anticipation,Magic Bounce,510,57,90,95,29,,,,Slow,1,Fairy,,,20,1,,,,,,,,,,,,,,,,,
Impidimp,8,2,Dark,Fairy,0.4,5.5,3,Prankster,Frisk,Pickpocket,265,45,45,30,50,,,,Medium Fast,2,Fairy,Human-Like,,20,1,,,,,,,,,,,,,,,,,
Morgrem,8,2,Dark,Fairy,0.8,12.5,3,Prankster,Frisk,Pickpocket,370,65,60,45,70,,,,Medium Fast,2,Fairy,Human-Like,,20,1,,,,,,,,,,,,,,,,,
Grimmsnarl,8,2,Dark,Fairy,1.5,61,3,Prankster,Frisk,Pickpocket,510,95,120,65,60,,,,Medium Fast,2,Fairy,Human-Like,,20,1,,,,,,,,,,,,,,,,,
Obstagoon,8,2,Dark,Normal,1.6,46,3,Reckless,Guts,Defiant,520,93,90,101,95,,,,Medium Fast,1,Field,,,15,1,,,,,,,,,,,,,,,,,
Perrserker,8,1,Steel,,0.8,28,3,Battle Armor,Tough Claws,Steely Spirit,440,70,110,100,50,,,,Medium Fast,1,Field,,,20,0.5,,,,,,,,,,,,,,,,,
Cursola,8,1,Ghost,,1,0.4,2,Weak Armor,,Perish Body,510,60,95,50,30,,,,Fast,2,Water 1,Water 3,,20,0,,,,,,,,,,,,,,,,,
Sirfetch'd,8,1,Fighting,,0.8,117,2,Steadfast,,Scrappy,507,62,135,95,65,,,,Medium Fast,2,Field,Flying,,20,1,,,,,,,,,,,,,,,,,
Mr. Rime,8,2,Psychic,Ice,1.5,58.2,3,Tangled Feet,Screen Cleaner,Ice Body,520,80,85,75,70,,,,Medium Fast,1,Human-Like,,,25,1,,,,,,,,,,,,,,,,,
Runerigus,8,2,Ground,Ghost,1.6,66.6,1,Wandering Spirit,,,483,58,95,145,30,,,,Medium Fast,2,Amorphous,Mineral,,25,0,,,,,,,,,,,,,,,,,
Milcery,8,1,Fairy,,0.2,0.3,2,Sweet Veil,,Aroma Veil,270,45,40,40,34,,,,Medium Fast,2,Amorphous,Fairy,,20,1,,,,,,,,,,,,,,,,,
Alcremie,8,1,Fairy,,0.3,0.5,2,Sweet Veil,,Aroma Veil,495,65,60,75,64,,,,Medium Fast,2,Amorphous,Fairy,,20,1,,,,,,,,,,,,,,,,,
Falinks,8,1,Fighting,,3,62,2,Battle Armor,,Defiant,470,65,100,100,75,,,,Medium Fast,2,Fairy,Mineral,,25,1,,,,,,,,,,,,,,,,,
Pincurchin,8,1,Electric,,0.3,1,2,Lightning Rod,,Electric Surge,435,48,101,95,15,,,,Medium Fast,2,Amorphous,Water 1,,20,1,,,,,,,,,,,,,,,,,
Snom,8,2,Ice,Bug,0.3,3.8,2,Shield Dust,,Ice Scales,185,30,25,35,20,,,,Medium Fast,1,Bug,,,20,1,,,,,,,,,,,,,,,,,
Frosmoth,8,2,Ice,Bug,1.3,42,2,Shield Dust,,Ice Scales,475,70,65,60,65,,,,Medium Fast,1,Bug,,,20,1,,,,,,,,,,,,,,,,,
Stonjourner,8,1,Rock,,2.5,520,1,Power Spot,,,470,100,125,135,70,,,,Slow,1,Mineral,,,25,0.5,,,,,,,,,,,,,,,,,
Eiscue Ice Face,8,1,Ice,,1.4,89,1,Ice Face,,,470,75,80,110,50,,,,Slow,2,Field,Water 1,,25,1,,,,,,,,,,,,,,,,,
Eiscue Noice Face,8,1,Ice,,1.4,89,1,Ice Face,,,470,75,80,70,130,,,,Slow,2,Field,Water 1,,25,1,,,,,,,,,,,,,,,,,
Indeedee Male,8,2,Psychic,Normal,0.9,28,3,Inner Focus,Synchronize,Psychic Surge,475,60,65,55,95,,,,Fast,1,Fairy,,,40,1,,,,,,,,,,,,,,,,,
Indeedee Female,8,2,Psychic,Normal,0.9,28,3,Own Tempo,Synchronize,Psychic Surge,475,70,55,65,85,,,,Fast,1,Fairy,,,40,1,,,,,,,,,,,,,,,,,
Morpeko Full Belly Mode,8,2,Electric,Dark,0.3,3,1,Hunger Switch,,,436,58,95,58,97,,,,Medium Fast,2,Fairy,Field,,10,1,,,,,,,,,,,,,,,,,
Morpeko Hangry Mode,8,2,Electric,Dark,0.3,3,1,Hunger Switch,,,436,58,95,58,97,,,,Medium Fast,2,Fairy,Field,,10,1,,,,,,,,,,,,,,,,,
Cufant,8,1,Steel,,1.2,100,2,Sheer Force,,Heavy Metal,330,72,80,49,40,,,,Medium Fast,2,Field,Mineral,,25,0.5,,,,,,,,,,,,,,,,,
Copperajah,8,1,Steel,,3,650,2,Sheer Force,,Heavy Metal,500,122,130,69,30,,,,Medium Fast,2,Field,Mineral,,25,0.5,,,,,,,,,,,,,,,,,
Dracozolt,8,2,Electric,Dragon,1.8,190,3,Volt Absorb,Hustle,Sand Rush,505,90,100,90,75,,,,Slow,1,Undiscovered,,,35,1,,,,,,,,,,,,,,,,,
Arctozolt,8,2,Electric,Ice,2.3,150,3,Volt Absorb,Static,Slush Rush,505,90,100,90,55,,,,Slow,1,Undiscovered,,,35,1,,,,,,,,,,,,,,,,,
Dracovish,8,2,Water,Dragon,2.3,215,3,Water Absorb,Strong Jaw,Sand Rush,505,90,90,100,75,,,,Slow,1,Undiscovered,,,35,1,,,,,,,,,,,,,,,,,
Arctovish,8,2,Water,Ice,2,175,3,Water Absorb,Ice Body,Slush Rush,505,90,90,100,55,,,,Slow,1,Undiscovered,,,35,1,,,,,,,,,,,,,,,,,
Duraludon,8,2,Steel,Dragon,1.8,40,3,Light Metal,Heavy Metal,Stalwart,535,70,95,115,85,,,,Medium Fast,2,Dragon,Mineral,,30,0.5,,,,,,,,,,,,,,,,,
